,date,Instrument,eps_basic,eps_excl_basic,eps_dil,eps_growth,ebit,ebitda,rev,net_inc,tot_assets,oth_assets,cash,book_val,tang_book,debt,lt_cap,intang,ocf,capex,cfo_ps,fcfe,noa,ebit_bv,ebit_nonop,ebit_op,ebit_tot,ebit_mgn,net_debt,nd_ebitda,ni_op,ni_tot,ni_mgn,ocf_bv,ocf_op,ocf_tot,ocf_mgn,ocf_ce,fcf_bv,fcf_op,fcf_tot,fcf_mgn,fcf_ce,12m_volume,6m_volume,3m_volume,12m_avg_mkt_cap,3m_avg_mkt_cap,6m_avg_mkt_cap,e_p,b_p,ebit_ev,rev_ev,90 days,1_yr,fwd_ret,Unnamed: 0.1,roe,roa,roce,roic,d_e,1yr_ret,3m_ret,6m_ret,1yr_vol,6mth_vol,3mth_vol,quarter
0,2019-08-14,A,3.38443,3.44418,3.40123,-0.12532,987000000.0,1205000000.0,5090000000.0,1072000000.0,8625000000.0,778000000.0,1765000000.0,4747000000.0,1129000000.0,1798000000.0,7003000000.0,3618000000.0,242000000.0,48000000.0,0.765822784810127,194000000.0,7847000000.0,0.2079207920792079,1.268637532133676,0.1257805530776092,0.1144347826086956,0.1939096267190569,33000000.0,0.0273858921161825,0.1366127182362686,0.1242898550724637,0.2106090373280943,0.0509795660417105,0.030839811392889,0.0280579710144927,0.0475442043222003,0.0345566185920319,0.0408679165788919,0.0247228240091754,0.0224927536231884,0.0381139489194499,0.0277024132514636,577598.123015873,550873.0555555555,617948.3650793651,22787.346984126983,22206.49349206349,23568.774523809523,0.0087082998992275,0.2164308880713788,0.0118819461389339,0.0579984650613096,-0.1351878188764111,-0.0086676989481359,xxx,95.0,34.8834711631404,19.1351478732179,22.6530896917283,18.5649144106529,37.87655,0.519328822156838,0.1772492483668852,0.3086563759438667,0.017287978261806,0.0169035562487239,0.013462532984428,3_2019
16,2019-08-13,AAP,6.02498,6.60034,6.57256,0.14872,686622000.0,919819000.0,9664336000.0,436605000.0,11267946000.0,176425000.0,747719000.0,3671302000.0,2156901000.0,746951000.0,6895541000.0,1514401000.0,287619000.0,50113000.0,3.99426452616376,225832000.0,11091521000.0,0.1870241129713654,3.891863398044495,0.0619051255459012,0.0609358617799552,0.0710469917436645,-768000.0,-0.0008349468754178,0.0393638528025146,0.0387475232841903,0.0451769267955915,0.0783425062825123,0.0259314299634829,0.0255254151910206,0.0297608651023722,0.0417108679362503,0.0615127821138113,0.020360778291814,0.0200419845817507,0.0233675650349905,0.0327504397406962,250272.6031746032,234189.507936508,253599.96825396825,11808.093888888889,11062.1,11468.37507936508,0.0109721905434942,0.3227225211241106,0.0170722178914533,0.2050278417128151,-0.1443532107805113,-0.0876665463897861,xxx,176.0,13.0531755564109,4.75887235965157,7.88518472118739,10.4858498217713,20.34567,0.0904584677176099,0.1874142051358334,-0.0548867164776883,0.0182962257495062,0.0156954225167592,0.0156265721944455,3_2019
40,2019-08-01,ABC,4.50802,4.21746,4.18468,0.17803,1769692000.0,2279181000.0,177248455000.0,956034000.0,38478538000.0,272371000.0,2999559000.0,3107197000.0,-5929766000.0,4506066000.0,9689667000.0,9036963000.0,567869000.0,69279000.0,2.68927027244614,384114000.0,38206167000.0,0.5695461214721822,6.49735838250034,0.0463195378903096,0.0459916642363075,0.009984244996663,1506507000.0,0.6609861173816384,0.0250230283503707,0.0248459024092859,0.0053937508228209,0.1827592521491234,0.0148632811032836,0.0147580711096663,0.0032038022559914,0.0586056259724921,0.1236207424247641,0.0100537172441297,0.0099825518318809,0.0021670936426498,0.0396416099748319,321064.74206349207,341344.5317460318,353023.44444444444,17671.46591269841,17618.86111111111,17137.20238095238,0.0168506850961195,0.1668233393984344,0.0237189285217052,2.314742996426548,0.1961486594335399,0.1829573881201087,xxx,199.0,29.3740203898547,2.22386454781488,8.58140379589768,14.3648571227042,145.02029,0.1132348298098431,-0.0594187048723535,-0.0582221209514608,0.0176115549982258,0.0171057657942907,0.015683959940066,3_2019
48,2019-08-01,ABMD,5.71784,5.71784,5.58989,-0.0552,238788000.0,254315000.0,797088000.0,257872000.0,1125060000.0,66743000.0,486672000.0,1002593000.0,948994000.0,0.0,1024859000.0,53599000.0,64628000.0,12250000.0,1.40215221730452,52378000.0,1058317000.0,0.2381704240903337,3.5777235065849604,0.2256299388557492,0.2122446802837182,0.299575454654944,-486672000.0,-1.9136582584589976,0.2436623431353743,0.2292073311645601,0.323517604078847,0.0644608530081498,0.0610667692194304,0.0574440474285815,0.0810801316793127,0.0630603819647385,0.0522425351064689,0.0494917874323099,0.0465557392494622,0.0657116905536151,0.0511075182049433,225640.9047619048,220894.7142857143,217888.2380952381,14411.47884920635,11826.225238095238,12867.101031746031,0.0075385183897914,0.084995622819475,0.0056094415299162,0.0183626577879439,-0.2262340763000573,-0.4667759827345851,xxx,96.0,29.8818275363394,26.6246588326152,29.3000874890639,29.8818275363394,0.0,0.4640504202181381,-0.1127543876374534,-0.0906916692238253,0.0334128594847355,0.0318731693057729,0.0380520663814987,3_2019
64,2019-09-26,ACN,7.48936,7.48936,7.35956,0.16756,6305074000.0,7197834000.0,43215013000.0,4779112000.0,29789880000.0,6705216000.0,6130166000.0,14827691000.0,7781362000.0,22658000.0,18727984000.0,7046329000.0,2116253000.0,241260000.0,3.25384807369215,1871204000.0,23084664000.0,0.4252229156919981,0.9403237718218176,0.2731282551914119,0.2116515407245682,0.1459000833807454,-6107508000.0,-0.8485202631791731,0.2070254087302288,0.1604273666090632,0.1105891602994542,0.142723030848161,0.0916735456924995,0.0710393261067181,0.0489703196433147,0.11299950918369,0.1261965871827245,0.0810583164649916,0.0628134118029344,0.0432998597038487,0.0999148653693852,615180.1785714285,563408.8650793651,572196.2857142857,113100.78523809524,130169.92222222225,125406.07936507936,0.0084885903739567,0.1081999692214233,0.0122740706374603,0.086723671111377,0.0498360829261703,0.1495546707526802,xxx,265.0,38.582046545133,17.8699618574935,29.3486427200273,37.4759510012638,0.15281,0.1355307693616554,0.1084793913272244,-0.1452622335976796,0.0133745747537868,0.0104708502183808,0.012651696206782,3_2019
72,2019-09-17,ADBE,5.69985,5.71214,5.64459,0.272,3018735000.0,3566512000.0,10643977000.0,2777837000.0,20054880000.0,714580000.0,3650788000.0,10242773000.0,-2260920000.0,4137016000.0,12251914000.0,12503693000.0,922638000.0,89624000.0,1.8789390724215,836233000.0,19340300000.0,0.2947185298356217,4.224488510733578,0.1560852210151859,0.1505237129317153,0.2836096883711793,486228000.0,0.1363315194228983,0.1436294680020475,0.1385117736929864,0.260977358368963,0.0900769742724943,0.0477054647549417,0.0460056604676766,0.0866816980156947,0.0753056216359337,0.0816412703864471,0.0432378504986996,0.0416972327932154,0.0785639615718823,0.0682532541446177,1185924.7301587302,945212.0793650794,981236.2222222222,129220.848015873,142812.16349206347,138542.4865079365,0.0057399932975224,0.0741627048286108,0.0061865139643906,0.0204484740942438,0.0285786678842236,0.0602190305724728,xxx,175.0,29.1429574024148,15.7054879338796,23.3391560279981,23.2356631819441,40.38961,0.6719940845058947,0.1373774456994216,0.0348448587062621,0.021765422125371,0.0158498080974111,0.0168083843544121,3_2019
80,2019-08-21,ADI,4.02232,4.18817,4.14471,-0.11776,1871203000.0,2678480000.0,6083974000.0,1486982000.0,21566650000.0,1711845000.0,612164000.0,11790237000.0,-4804028000.0,5690077000.0,20082970000.0,16594265000.0,552547000.0,58095000.0,1.48105350906113,194452000.0,19854805000.0,0.15870783598328,1.0930913721744668,0.0942443403498548,0.0867637301110742,0.3075626227199524,5077913000.0,1.895818897285028,0.0748928030267736,0.0689482140248949,0.2444096572404813,0.0468647916068184,0.0278293843732033,0.025620437110075,0.0908200791127641,0.0275132114423314,0.016492628604497,0.0097936998122117,0.0090163284515675,0.0319613463173905,0.009682432429068,1192948.5198412698,1072230.738095238,1021743.1746031746,37029.1715079365,40732.69777777778,40487.14936507936,0.0087119895202728,0.2840907539662153,0.0096121754869486,0.031776656657186,0.0764095969568348,0.1322815893228854,xxx,88.0,13.599939310587,7.33307489972876,7.85984104987636,9.85228802888474,48.26092,0.1040781653532123,0.0338999389127789,0.1415590641861286,0.0195951010167886,0.0184178201969927,0.0196967428218972,3_2019
88,2019-08-01,ADM,2.3355,2.28585,2.27668,-0.58762,1775000000.0,2735000000.0,63343000000.0,1319000000.0,42616000000.0,5614000000.0,853000000.0,18979000000.0,13434000000.0,9412000000.0,29961000000.0,5545000000.0,-678000000.0,185000000.0,-1.19787985865724,-1364000000.0,37002000000.0,0.0935244217292797,0.3161738510865693,0.0479703799794605,0.0416510230899192,0.0280220387414552,8559000000.0,3.129433272394881,0.0356467217988216,0.0309508165947062,0.0208231375211151,-0.0357236946098319,-0.0183233338738446,-0.0159095175520931,-0.0107036294460319,-0.0226294182437168,-0.0718689077401338,-0.0368628722771742,-0.0320067580251548,-0.0215335554047013,-0.0455258502720202,1048023.0198412698,1044641.2777777778,1033719.3333333334,24748.5478968254,22772.768253968257,23328.58507936508,0.0102823309314786,0.829368437473101,0.0173066749163525,0.5176759898832661,0.0145935221374746,-0.1204327928489806,xxx,281.0,6.85517058276915,3.18786791363016,4.55527263148652,6.00896399195845,49.59165,0.0784209932727999,-0.005782480679471,0.1069748062317903,0.0121497901233511,0.0122433192423086,0.0102745303789227,3_2019
96,2019-07-31,ADP,5.27111,5.27225,5.24087,0.7749,3165500000.0,3574500000.0,14110200000.0,2292700000.0,41887700000.0,33044800000.0,1959700000.0,5399900000.0,2005400000.0,2004700000.0,9260000000.0,3394500000.0,732300000.0,116300000.0,1.67920201788581,615500000.0,8842900000.0,0.5862145595288801,0.0957941945480075,0.3579708014339187,0.0755711103736896,0.2243412566795651,45000000.0,0.0125891733109525,0.2592701489330423,0.0547344447176617,0.1624852943260903,0.1356136224744902,0.0828121996177724,0.017482459051225,0.0518986265254921,0.0790820734341252,0.113983592288746,0.0696038629861244,0.0146940509982644,0.0436209267055038,0.0664686825053995,813831.0714285715,769642.6587301587,686148.1746031746,65660.08464285714,71336.73634920635,69646.62365079366,0.0066067891610959,0.07504417499159,0.0095414964538957,0.0483227490713822,0.0624844813536085,0.2815440219620682,xxx,239.0,45.2514848359281,5.68092864715966,25.9182658619832,33.8189782624119,37.12476,-0.183890570520824,-0.0173417734612556,0.0619412128207907,0.0132203650829854,0.0099464822325688,0.010542598194709,3_2019
112,2019-08-02,AEE,3.24949,3.24949,3.22436,-0.25188,1267000000.0,2247000000.0,6078000000.0,795000000.0,28103000000.0,2048000000.0,6000000.0,7933000000.0,7522000000.0,9557000000.0,25351000000.0,411000000.0,492000000.0,585000000.0,1.99029126213592,106000000.0,26055000000.0,0.159712592966091,0.61865234375,0.0486279025139128,0.0450841547165783,0.2084567291872326,9551000000.0,4.250556297285269,0.0305123776626367,0.0282887947905917,0.1307996051332675,0.0620194125803605,0.0188831318364997,0.0175070277194605,0.0809476801579466,0.0194075184410871,0.0133619059624353,0.0040683170216848,0.0037718393054122,0.0174399473511023,0.0041812946234862,417273.7976190476,378096.3253968254,358642.8888888889,17108.629999999997,18557.125396825395,18079.48317460317,0.0097035787690008,0.4223496211691935,0.0106255188251226,0.0490053192636927,0.0600398083564697,0.2454507974991728,xxx,152.0,10.4763787309745,2.92645500712433,3.25087765579659,6.56670283937618,120.47145,0.0737526207898215,0.0324008424734842,0.1052050703361351,0.0102066841849911,0.0086208742789745,0.0090026472915441,3_2019
